"StichtagDatJahr","KreisSort","KreisCd","KreisLang","SteuerTarifSort","SteuerTarifCd","SteuerTarifLang","SteuerVermoegen_p50","SteuerVermoegen_p25","SteuerVermoegen_p75"
2009,7,"7","Kreis 7",1,"01","Verheiratetentarif",439,100,1419
2009,7,"7","Kreis 7",2,"02","Einelternfamilientarif",70,4,295
2009,8,"8","Kreis 8",0,"00","Grundtarif",54,5,234
2009,8,"8","Kreis 8",1,"01","Verheiratetentarif",254,54,865
2009,8,"8","Kreis 8",2,"02","Einelternfamilientarif",47,1,243
2009,9,"9","Kreis 9",0,"00","Grundtarif",21,0,115
2009,9,"9","Kreis 9",1,"01","Verheiratetentarif",68,0,286
2009,9,"9","Kreis 9",2,"02","Einelternfamilientarif",3,0,44
2009,10,"10","Kreis 10",0,"00","Grundtarif",39,4,178
2009,10,"10","Kreis 10",1,"01","Verheiratetentarif",185.5,31,565
2009,10,"10","Kreis 10",2,"02","Einelternfamilientarif",23,0,127
2009,11,"11","Kreis 11",0,"00","Grundtarif",19,0,105
2009,11,"11","Kreis 11",1,"01","Verheiratetentarif",65,0,275
2009,11,"11","Kreis 11",2,"02","Einelternfamilientarif",3,0,45
2009,12,"12","Kreis 12",0,"00","Grundtarif",10,0,69
2009,12,"12","Kreis 12",1,"01","Verheiratetentarif",23,0,159
2009,12,"12","Kreis 12",2,"02","Einelternfamilientarif",0,0,17
2010,1,"1","Kreis 1",0,"00","Grundtarif",37,1,234
2010,1,"1","Kreis 1",1,"01","Verheiratetentarif",307,64,1059
2010,1,"1","Kreis 1",2,"02","Einelternfamilientarif",61.5,5,230
2010,2,"2","Kreis 2",0,"00","Grundtarif",41,4,199
2010,2,"2","Kreis 2",1,"01","Verheiratetentarif",190,33,572
2010,2,"2","Kreis 2",2,"02","Einelternfamilientarif",19,0,96
2010,3,"3","Kreis 3",0,"00","Grundtarif",24,0,110
2010,3,"3","Kreis 3",1,"01","Verheiratetentarif",65,0,264
2010,3,"3","Kreis 3",2,"02","Einelternfamilientarif",8,0,67
2010,4,"4","Kreis 4",0,"00","Grundtarif",10,0,65
2010,4,"4","Kreis 4",1,"01","Verheiratetentarif",6,0,107
2010,4,"4","Kreis 4",2,"02","Einelternfamilientarif",1,0,42.5
2010,5,"5","Kreis 5",0,"00","Grundtarif",20,0,100
2010,5,"5","Kreis 5",1,"01","Verheiratetentarif",43,0,251
2010,5,"5","Kreis 5",2,"02","Einelternfamilientarif",32.5,0,104
2010,6,"6","Kreis 6",0,"00","Grundtarif",45,5,190
2010,6,"6","Kreis 6",1,"01","Verheiratetentarif",210,40,639
2010,6,"6","Kreis 6",2,"02","Einelternfamilientarif",37,0,166
2010,7,"7","Kreis 7",0,"00","Grundtarif",70,8,347
2010,7,"7","Kreis 7",1,"01","Verheiratetentarif",447,100,1473
2010,7,"7","Kreis 7",2,"02","Einelternfamilientarif",70,4,283
2010,8,"8","Kreis 8",0,"00","Grundtarif",55,5,245
2010,8,"8","Kreis 8",1,"01","Verheiratetentarif",270.5,60,894
2010,8,"8","Kreis 8",2,"02","Einelternfamilientarif",45,1,202
2010,9,"9","Kreis 9",0,"00","Grundtarif",21,0,115
2010,9,"9","Kreis 9",1,"01","Verheiratetentarif",67,0,287
2010,9,"9","Kreis 9",2,"02","Einelternfamilientarif",4,0,50
2010,10,"10","Kreis 10",0,"00","Grundtarif",41,4,181
2010,10,"10","Kreis 10",1,"01","Verheiratetentarif",191,30,571
2010,10,"10","Kreis 10",2,"02","Einelternfamilientarif",25.5,0,115.5
2010,11,"11","Kreis 11",0,"00","Grundtarif",19,0,106
2010,11,"11","Kreis 11",1,"01","Verheiratetentarif",67,0,274
2010,11,"11","Kreis 11",2,"02","Einelternfamilientarif",2,0,43
2010,12,"12","Kreis 12",0,"00","Grundtarif",11,0,69
2010,12,"12","Kreis 12",1,"01","Verheiratetentarif",23,0,164
2010,12,"12","Kreis 12",2,"02","Einelternfamilientarif",0,0,14
2011,1,"1","Kreis 1",0,"00","Grundtarif",46,2,266
2011,1,"1","Kreis 1",1,"01","Verheiratetentarif",329,70,1135
2011,1,"1","Kreis 1",2,"02","Einelternfamilientarif",71.5,8,292
2011,2,"2","Kreis 2",0,"00","Grundtarif",40,3,200
2011,2,"2","Kreis 2",1,"01","Verheiratetentarif",190,29,586
2011,2,"2","Kreis 2",2,"02","Einelternfamilientarif",21,0,103
2011,3,"3","Kreis 3",0,"00","Grundtarif",25,0,117
2011,3,"3","Kreis 3",1,"01","Verheiratetentarif",68,1,279
2011,3,"3","Kreis 3",2,"02","Einelternfamilientarif",8,0,64
2011,4,"4","Kreis 4",0,"00","Grundtarif",11,0,70
2011,4,"4","Kreis 4",1,"01","Verheiratetentarif",8,0,114
2011,4,"4","Kreis 4",2,"02","Einelternfamilientarif",2,0,55
2011,5,"5","Kreis 5",0,"00","Grundtarif",20,0,101
2011,5,"5","Kreis 5",1,"01","Verheiratetentarif",53,0,275
2011,5,"5","Kreis 5",2,"02","Einelternfamilientarif",31,0,131
2011,6,"6","Kreis 6",0,"00","Grundtarif",45,4,198
2011,6,"6","Kreis 6",1,"01","Verheiratetentarif",220,46,663
2011,6,"6","Kreis 6",2,"02","Einelternfamilientarif",43,3,175
2011,7,"7","Kreis 7",0,"00","Grundtarif",72,8,361
2011,7,"7","Kreis 7",1,"01","Verheiratetentarif",462,106,1532
2011,7,"7","Kreis 7",2,"02","Einelternfamilientarif",71,5,288
2011,8,"8","Kreis 8",0,"00","Grundtarif",58,6,254
2011,8,"8","Kreis 8",1,"01","Verheiratetentarif",280,56,907
2011,8,"8","Kreis 8",2,"02","Einelternfamilientarif",50,1,225
2011,9,"9","Kreis 9",0,"00","Grundtarif",21,0,116
2011,9,"9","Kreis 9",1,"01","Verheiratetentarif",66,0,286
2011,9,"9","Kreis 9",2,"02","Einelternfamilientarif",5,0,51.5
2011,10,"10","Kreis 10",0,"00","Grundtarif",43,4,188
2011,10,"10","Kreis 10",1,"01","Verheiratetentarif",192,32,580
2011,10,"10","Kreis 10",2,"02","Einelternfamilientarif",32,0,121
2011,11,"11","Kreis 11",0,"00","Grundtarif",20,0,109
2011,11,"11","Kreis 11",1,"01","Verheiratetentarif",66,0,278
2011,11,"11","Kreis 11",2,"02","Einelternfamilientarif",3,0,46
2011,12,"12","Kreis 12",0,"00","Grundtarif",10,0,68
2011,12,"12","Kreis 12",1,"01","Verheiratetentarif",24,0,167
2011,12,"12","Kreis 12",2,"02","Einelternfamilientarif",0,0,15
2012,1,"1","Kreis 1",0,"00","Grundtarif",45.5,2,280
2012,1,"1","Kreis 1",1,"01","Verheiratetentarif",334,70,1292
2012,1,"1","Kreis 1",2,"02","Einelternfamilientarif",63,8,342
2012,2,"2","Kreis 2",0,"00","Grundtarif",40,3,202
2012,2,"2","Kreis 2",1,"01","Verheiratetentarif",199,32,624
2012,2,"2","Kreis 2",2,"02","Einelternfamilientarif",24,0,109
2012,3,"3","Kreis 3",0,"00","Grundtarif",26,0,121
2012,3,"3","Kreis 3",1,"01","Verheiratetentarif",74,1,298
2012,3,"3","Kreis 3",2,"02","Einelternfamilientarif",12,0,80
2012,4,"4","Kreis 4",0,"00","Grundtarif",12,0,73
2012,4,"4","Kreis 4",1,"01","Verheiratetentarif",9,0,121
2012,4,"4","Kreis 4",2,"02","Einelternfamilientarif",2,0,70
2012,5,"5","Kreis 5",0,"00","Grundtarif",23,0,106
2012,5,"5","Kreis 5",1,"01","Verheiratetentarif",63.5,0,291.5
2012,5,"5","Kreis 5",2,"02","Einelternfamilientarif",39,0,129
2012,6,"6","Kreis 6",0,"00","Grundtarif",47,5,204
2012,6,"6","Kreis 6",1,"01","Verheiratetentarif",230,47,705
2012,6,"6","Kreis 6",2,"02","Einelternfamilientarif",44.5,3,204
2012,7,"7","Kreis 7",0,"00","Grundtarif",73,8,377
2012,7,"7","Kreis 7",1,"01","Verheiratetentarif",475,110,1583
2012,7,"7","Kreis 7",2,"02","Einelternfamilientarif",82,6,316
2012,8,"8","Kreis 8",0,"00","Grundtarif",63,6,271
2012,8,"8","Kreis 8",1,"01","Verheiratetentarif",303,61.5,991
2012,8,"8","Kreis 8",2,"02","Einelternfamilientarif",48,1,227.5
2012,9,"9","Kreis 9",0,"00","Grundtarif",21,0,119
2012,9,"9","Kreis 9",1,"01","Verheiratetentarif",68,0,303
2012,9,"9","Kreis 9",2,"02","Einelternfamilientarif",4,0,53
2012,10,"10","Kreis 10",0,"00","Grundtarif",44,4,192
2012,10,"10","Kreis 10",1,"01","Verheiratetentarif",204,37,616.5
2012,10,"10","Kreis 10",2,"02","Einelternfamilientarif",32,0,130
2012,11,"11","Kreis 11",0,"00","Grundtarif",21,0,110
2012,11,"11","Kreis 11",1,"01","Verheiratetentarif",70,0,287
2012,11,"11","Kreis 11",2,"02","Einelternfamilientarif",3,0,43
2012,12,"12","Kreis 12",0,"00","Grundtarif",10,0,71
2012,12,"12","Kreis 12",1,"01","Verheiratetentarif",22,0,163
2012,12,"12","Kreis 12",2,"02","Einelternfamilientarif",0,0,13
2013,1,"1","Kreis 1",0,"00","Grundtarif",47.5,3,286
2013,1,"1","Kreis 1",1,"01","Verheiratetentarif",336,63,1317
2013,1,"1","Kreis 1",2,"02","Einelternfamilientarif",82,13,374
2013,2,"2","Kreis 2",0,"00","Grundtarif",43,3,214
2013,2,"2","Kreis 2",1,"01","Verheiratetentarif",203,36,656
2013,2,"2","Kreis 2",2,"02","Einelternfamilientarif",24,0,124.5
2013,3,"3","Kreis 3",0,"00","Grundtarif",27,0,126
2013,3,"3","Kreis 3",1,"01","Verheiratetentarif",76,1,312
2013,3,"3","Kreis 3",2,"02","Einelternfamilientarif",19,0,92
2013,4,"4","Kreis 4",0,"00","Grundtarif",13,0,78
2013,4,"4","Kreis 4",1,"01","Verheiratetentarif",10,0,123
2013,4,"4","Kreis 4",2,"02","Einelternfamilientarif",4,0,69
2013,5,"5","Kreis 5",0,"00","Grundtarif",26,0,116
2013,5,"5","Kreis 5",1,"01","Verheiratetentarif",75,0,313
2013,5,"5","Kreis 5",2,"02","Einelternfamilientarif",49,0,158.5
2013,6,"6","Kreis 6",0,"00","Grundtarif",48,5,207
2013,6,"6","Kreis 6",1,"01","Verheiratetentarif",247.5,50,754
2013,6,"6","Kreis 6",2,"02","Einelternfamilientarif",54,4,217
2013,7,"7","Kreis 7",0,"00","Grundtarif",77,8,391
2013,7,"7","Kreis 7",1,"01","Verheiratetentarif",483,111,1625
2013,7,"7","Kreis 7",2,"02","Einelternfamilientarif",87,7,331.5
2013,8,"8","Kreis 8",0,"00","Grundtarif",61,6,277
2013,8,"8","Kreis 8",1,"01","Verheiratetentarif",315,65,1017
2013,8,"8","Kreis 8",2,"02","Einelternfamilientarif",56,1,230
2013,9,"9","Kreis 9",0,"00","Grundtarif",21,0,119
2013,9,"9","Kreis 9",1,"01","Verheiratetentarif",73,0,312
2013,9,"9","Kreis 9",2,"02","Einelternfamilientarif",5,0,61
2013,10,"10","Kreis 10",0,"00","Grundtarif",43,4,198
2013,10,"10","Kreis 10",1,"01","Verheiratetentarif",215,39,652
2013,10,"10","Kreis 10",2,"02","Einelternfamilientarif",36,0,147
2013,11,"11","Kreis 11",0,"00","Grundtarif",21,0,111
2013,11,"11","Kreis 11",1,"01","Verheiratetentarif",72,1,297
2013,11,"11","Kreis 11",2,"02","Einelternfamilientarif",3,0,49.5
2013,12,"12","Kreis 12",0,"00","Grundtarif",10,0,71
2013,12,"12","Kreis 12",1,"01","Verheiratetentarif",22,0,169
2013,12,"12","Kreis 12",2,"02","Einelternfamilientarif",0,0,14
2014,1,"1","Kreis 1",0,"00","Grundtarif",45,2,281
2014,1,"1","Kreis 1",1,"01","Verheiratetentarif",361,78,1434
2014,1,"1","Kreis 1",2,"02","Einelternfamilientarif",70,6,365
2014,2,"2","Kreis 2",0,"00","Grundtarif",43,3,222
2014,2,"2","Kreis 2",1,"01","Verheiratetentarif",200,34,655
2014,2,"2","Kreis 2",2,"02","Einelternfamilientarif",27,0,121
2014,3,"3","Kreis 3",0,"00","Grundtarif",28,0,130
2014,3,"3","Kreis 3",1,"01","Verheiratetentarif",87,4,333
2014,3,"3","Kreis 3",2,"02","Einelternfamilientarif",20,0,110
2014,4,"4","Kreis 4",0,"00","Grundtarif",13,0,81
2014,4,"4","Kreis 4",1,"01","Verheiratetentarif",14,0,141
2014,4,"4","Kreis 4",2,"02","Einelternfamilientarif",5,0,67
2014,5,"5","Kreis 5",0,"00","Grundtarif",26,0,123
2014,5,"5","Kreis 5",1,"01","Verheiratetentarif",98,1,344
2014,5,"5","Kreis 5",2,"02","Einelternfamilientarif",39,0,174
2014,6,"6","Kreis 6",0,"00","Grundtarif",48,4,214
2014,6,"6","Kreis 6",1,"01","Verheiratetentarif",248,52,730
2014,6,"6","Kreis 6",2,"02","Einelternfamilientarif",57,4,248
2014,7,"7","Kreis 7",0,"00","Grundtarif",79,9,407
2014,7,"7","Kreis 7",1,"01","Verheiratetentarif",480,110,1588
2014,7,"7","Kreis 7",2,"02","Einelternfamilientarif",88.5,9,379
2014,8,"8","Kreis 8",0,"00","Grundtarif",62,6,292
2014,8,"8","Kreis 8",1,"01","Verheiratetentarif",331.5,75,1047
2014,8,"8","Kreis 8",2,"02","Einelternfamilientarif",69,6,308
2014,9,"9","Kreis 9",0,"00","Grundtarif",23,0,124
2014,9,"9","Kreis 9",1,"01","Verheiratetentarif",72,0,307
2014,9,"9","Kreis 9",2,"02","Einelternfamilientarif",7,0,68
2014,10,"10","Kreis 10",0,"00","Grundtarif",45,4,203
2014,10,"10","Kreis 10",1,"01","Verheiratetentarif",218,41,649
2014,10,"10","Kreis 10",2,"02","Einelternfamilientarif",35,0,149.5
2014,11,"11","Kreis 11",0,"00","Grundtarif",21,0,117
2014,11,"11","Kreis 11",1,"01","Verheiratetentarif",74,1,304
2014,11,"11","Kreis 11",2,"02","Einelternfamilientarif",4,0,54
2014,12,"12","Kreis 12",0,"00","Grundtarif",11,0,72
2014,12,"12","Kreis 12",1,"01","Verheiratetentarif",22,0,163
2014,12,"12","Kreis 12",2,"02","Einelternfamilientarif",0,0,15
2015,1,"1","Kreis 1",0,"00","Grundtarif",50,3,294
2015,1,"1","Kreis 1",1,"01","Verheiratetentarif",348,73.5,1379.5
2015,1,"1","Kreis 1",2,"02","Einelternfamilientarif",87,11,495
2015,2,"2","Kreis 2",0,"00","Grundtarif",45,4,229
2015,2,"2","Kreis 2",1,"01","Verheiratetentarif",209.5,37,651
2015,2,"2","Kreis 2",2,"02","Einelternfamilientarif",27,0,136
2015,3,"3","Kreis 3",0,"00","Grundtarif",29,1,133
2015,3,"3","Kreis 3",1,"01","Verheiratetentarif",91,4,337
2015,3,"3","Kreis 3",2,"02","Einelternfamilientarif",23,0,120
2015,4,"4","Kreis 4",0,"00","Grundtarif",14,0,83
2015,4,"4","Kreis 4",1,"01","Verheiratetentarif",19,0,153
2015,4,"4","Kreis 4",2,"02","Einelternfamilientarif",6,0,69
2015,5,"5","Kreis 5",0,"00","Grundtarif",28,1,129
2015,5,"5","Kreis 5",1,"01","Verheiratetentarif",111,5,394
2015,5,"5","Kreis 5",2,"02","Einelternfamilientarif",43.5,0,180
2015,6,"6","Kreis 6",0,"00","Grundtarif",49,4,212
2015,6,"6","Kreis 6",1,"01","Verheiratetentarif",255,55,746
2015,6,"6","Kreis 6",2,"02","Einelternfamilientarif",56,4,236
2015,7,"7","Kreis 7",0,"00","Grundtarif",79,9,403
2015,7,"7","Kreis 7",1,"01","Verheiratetentarif",488,116,1612
2015,7,"7","Kreis 7",2,"02","Einelternfamilientarif",101,10,406
2015,8,"8","Kreis 8",0,"00","Grundtarif",63,6,292
2015,8,"8","Kreis 8",1,"01","Verheiratetentarif",350,82.5,1122
2015,8,"8","Kreis 8",2,"02","Einelternfamilientarif",67,5,315
2015,9,"9","Kreis 9",0,"00","Grundtarif",23,0,125
2015,9,"9","Kreis 9",1,"01","Verheiratetentarif",77,1,313
2015,9,"9","Kreis 9",2,"02","Einelternfamilientarif",7,0,78
2015,10,"10","Kreis 10",0,"00","Grundtarif",45,4,208
2015,10,"10","Kreis 10",1,"01","Verheiratetentarif",219,43,666
2015,10,"10","Kreis 10",2,"02","Einelternfamilientarif",44,1,167
2015,11,"11","Kreis 11",0,"00","Grundtarif",22,0,118
2015,11,"11","Kreis 11",1,"01","Verheiratetentarif",76,2,304
2015,11,"11","Kreis 11",2,"02","Einelternfamilientarif",5,0,60
2015,12,"12","Kreis 12",0,"00","Grundtarif",12,0,74
2015,12,"12","Kreis 12",1,"01","Verheiratetentarif",22,0,164.5
2015,12,"12","Kreis 12",2,"02","Einelternfamilientarif",0,0,20
2016,1,"1","Kreis 1",0,"00","Grundtarif",47,2,294
2016,1,"1","Kreis 1",1,"01","Verheiratetentarif",406,96,1438
2016,1,"1","Kreis 1",2,"02","Einelternfamilientarif",110,4.5,366.5
2016,2,"2","Kreis 2",0,"00","Grundtarif",47.12,4,229
2016,2,"2","Kreis 2",1,"01","Verheiratetentarif",218,41,684
2016,2,"2","Kreis 2",2,"02","Einelternfamilientarif",29,1,156
2016,3,"3","Kreis 3",0,"00","Grundtarif",31,1,138
2016,3,"3","Kreis 3",1,"01","Verheiratetentarif",112,8,371
2016,3,"3","Kreis 3",2,"02","Einelternfamilientarif",33,0,135.5
2016,4,"4","Kreis 4",0,"00","Grundtarif",17,0,90
2016,4,"4","Kreis 4",1,"01","Verheiratetentarif",34,0,195
2016,4,"4","Kreis 4",2,"02","Einelternfamilientarif",12,0,100
2016,5,"5","Kreis 5",0,"00","Grundtarif",33,1,141
2016,5,"5","Kreis 5",1,"01","Verheiratetentarif",136,8,424.5
2016,5,"5","Kreis 5",2,"02","Einelternfamilientarif",51,3,219
2016,6,"6","Kreis 6",0,"00","Grundtarif",52,5,222
2016,6,"6","Kreis 6",1,"01","Verheiratetentarif",274,61,782
2016,6,"6","Kreis 6",2,"02","Einelternfamilientarif",62,5,254
2016,7,"7","Kreis 7",0,"00","Grundtarif",81,10,415
2016,7,"7","Kreis 7",1,"01","Verheiratetentarif",498,123.5,1638
2016,7,"7","Kreis 7",2,"02","Einelternfamilientarif",111,13,441
2016,8,"8","Kreis 8",0,"00","Grundtarif",65,6,297
2016,8,"8","Kreis 8",1,"01","Verheiratetentarif",361.5,85.5,1140
2016,8,"8","Kreis 8",2,"02","Einelternfamilientarif",80,10,327
2016,9,"9","Kreis 9",0,"00","Grundtarif",25,0,130
2016,9,"9","Kreis 9",1,"01","Verheiratetentarif",89,4,332
2016,9,"9","Kreis 9",2,"02","Einelternfamilientarif",12,0,94
2016,10,"10","Kreis 10",0,"00","Grundtarif",47,5,211
2016,10,"10","Kreis 10",1,"01","Verheiratetentarif",229,51,685.5
2016,10,"10","Kreis 10",2,"02","Einelternfamilientarif",52,3,183
2016,11,"11","Kreis 11",0,"00","Grundtarif",22,0,121
2016,11,"11","Kreis 11",1,"01","Verheiratetentarif",83,3,323
2016,11,"11","Kreis 11",2,"02","Einelternfamilientarif",6,0,68
2016,12,"12","Kreis 12",0,"00","Grundtarif",12,0,76
2016,12,"12","Kreis 12",1,"01","Verheiratetentarif",31,0,188
2016,12,"12","Kreis 12",2,"02","Einelternfamilientarif",0,0,22
2017,1,"1","Kreis 1",0,"00","Grundtarif",46,3,292
2017,1,"1","Kreis 1",1,"01","Verheiratetentarif",402.5,92,1586
2017,1,"1","Kreis 1",2,"02","Einelternfamilientarif",72,4,408
2017,2,"2","Kreis 2",0,"00","Grundtarif",46,4,231
2017,2,"2","Kreis 2",1,"01","Verheiratetentarif",232,42,717
2017,2,"2","Kreis 2",2,"02","Einelternfamilientarif",31,1,172
2017,3,"3","Kreis 3",0,"00","Grundtarif",32,1,145
2017,3,"3","Kreis 3",1,"01","Verheiratetentarif",125,11,408
2017,3,"3","Kreis 3",2,"02","Einelternfamilientarif",31,0,146
2017,4,"4","Kreis 4",0,"00","Grundtarif",18,0,98
2017,4,"4","Kreis 4",1,"01","Verheiratetentarif",49,0,242
2017,4,"4","Kreis 4",2,"02","Einelternfamilientarif",15,0,108
2017,5,"5","Kreis 5",0,"00","Grundtarif",34,2,149
2017,5,"5","Kreis 5",1,"01","Verheiratetentarif",156,17,497
2017,5,"5","Kreis 5",2,"02","Einelternfamilientarif",51,1,229
2017,6,"6","Kreis 6",0,"00","Grundtarif",52,5,225
2017,6,"6","Kreis 6",1,"01","Verheiratetentarif",287,65,827
2017,6,"6","Kreis 6",2,"02","Einelternfamilientarif",70.5,5,264
2017,7,"7","Kreis 7",0,"00","Grundtarif",80,10,420
2017,7,"7","Kreis 7",1,"01","Verheiratetentarif",538,131,1734
2017,7,"7","Kreis 7",2,"02","Einelternfamilientarif",115.5,15,445
2017,8,"8","Kreis 8",0,"00","Grundtarif",68,7,313
2017,8,"8","Kreis 8",1,"01","Verheiratetentarif",392,100,1281
2017,8,"8","Kreis 8",2,"02","Einelternfamilientarif",89,8,374
2017,9,"9","Kreis 9",0,"00","Grundtarif",26,0,132
2017,9,"9","Kreis 9",1,"01","Verheiratetentarif",98,6,356
2017,9,"9","Kreis 9",2,"02","Einelternfamilientarif",14.5,0,108
2017,10,"10","Kreis 10",0,"00","Grundtarif",47,5,216
2017,10,"10","Kreis 10",1,"01","Verheiratetentarif",241.5,55,706.5
2017,10,"10","Kreis 10",2,"02","Einelternfamilientarif",56,4,215
2017,11,"11","Kreis 11",0,"00","Grundtarif",22,0,123
2017,11,"11","Kreis 11",1,"01","Verheiratetentarif",91,3,350
2017,11,"11","Kreis 11",2,"02","Einelternfamilientarif",7,0,85
2017,12,"12","Kreis 12",0,"00","Grundtarif",13,0,77
2017,12,"12","Kreis 12",1,"01","Verheiratetentarif",37,0,201
2017,12,"12","Kreis 12",2,"02","Einelternfamilientarif",1,0,26
2018,1,"1","Kreis 1",0,"00","Grundtarif",46,2,292
2018,1,"1","Kreis 1",1,"01","Verheiratetentarif",397,84,1554.5
2018,1,"1","Kreis 1",2,"02","Einelternfamilientarif",89,3,416
2018,2,"2","Kreis 2",0,"00","Grundtarif",46,4,225
2018,2,"2","Kreis 2",1,"01","Verheiratetentarif",225,41,701
2018,2,"2","Kreis 2",2,"02","Einelternfamilientarif",42,2,189
2018,3,"3","Kreis 3",0,"00","Grundtarif",34,2,145
2018,3,"3","Kreis 3",1,"01","Verheiratetentarif",128,12,429
2018,3,"3","Kreis 3",2,"02","Einelternfamilientarif",36,0,146
2018,4,"4","Kreis 4",0,"00","Grundtarif",20,0,98
2018,4,"4","Kreis 4",1,"01","Verheiratetentarif",56,0,264
2018,4,"4","Kreis 4",2,"02","Einelternfamilientarif",17,0,114
2018,5,"5","Kreis 5",0,"00","Grundtarif",36,2,155
2018,5,"5","Kreis 5",1,"01","Verheiratetentarif",169,20,516
2018,5,"5","Kreis 5",2,"02","Einelternfamilientarif",64,3,240
2018,6,"6","Kreis 6",0,"00","Grundtarif",52,5,221
2018,6,"6","Kreis 6",1,"01","Verheiratetentarif",295,70,863
2018,6,"6","Kreis 6",2,"02","Einelternfamilientarif",77,8,244.5
2018,7,"7","Kreis 7",0,"00","Grundtarif",79,10,407
2018,7,"7","Kreis 7",1,"01","Verheiratetentarif",507,128,1600
2018,7,"7","Kreis 7",2,"02","Einelternfamilientarif",124.5,17,469
2018,8,"8","Kreis 8",0,"00","Grundtarif",71,8,314
2018,8,"8","Kreis 8",1,"01","Verheiratetentarif",385,94,1188.5
2018,8,"8","Kreis 8",2,"02","Einelternfamilientarif",96,10,403
2018,9,"9","Kreis 9",0,"00","Grundtarif",27,0,132
2018,9,"9","Kreis 9",1,"01","Verheiratetentarif",102,7,362
2018,9,"9","Kreis 9",2,"02","Einelternfamilientarif",17,0,118.5
2018,10,"10","Kreis 10",0,"00","Grundtarif",47,5,211
2018,10,"10","Kreis 10",1,"01","Verheiratetentarif",245,53,704
2018,10,"10","Kreis 10",2,"02","Einelternfamilientarif",55,4,223
2018,11,"11","Kreis 11",0,"00","Grundtarif",22,0,125
2018,11,"11","Kreis 11",1,"01","Verheiratetentarif",94,4,349.5
2018,11,"11","Kreis 11",2,"02","Einelternfamilientarif",8,0,89
2018,12,"12","Kreis 12",0,"00","Grundtarif",12,0,77
2018,12,"12","Kreis 12",1,"01","Verheiratetentarif",39,0,204
2018,12,"12","Kreis 12",2,"02","Einelternfamilientarif",1,0,28
2019,1,"1","Kreis 1",0,"00","Grundtarif",51,3,303
2019,1,"1","Kreis 1",1,"01","Verheiratetentarif",448,87,1584
2019,1,"1","Kreis 1",2,"02","Einelternfamilientarif",77,1,436
2019,2,"2","Kreis 2",0,"00","Grundtarif",47,4,239
2019,2,"2","Kreis 2",1,"01","Verheiratetentarif",245,48,737
2019,2,"2","Kreis 2",2,"02","Einelternfamilientarif",45,2,200
2019,3,"3","Kreis 3",0,"00","Grundtarif",35,2,154
2019,3,"3","Kreis 3",1,"01","Verheiratetentarif",136,15,458
2019,3,"3","Kreis 3",2,"02","Einelternfamilientarif",42,0,159
2019,4,"4","Kreis 4",0,"00","Grundtarif",22,0,107
2019,4,"4","Kreis 4",1,"01","Verheiratetentarif",65,0,297
2019,4,"4","Kreis 4",2,"02","Einelternfamilientarif",26.5,0,144
2019,5,"5","Kreis 5",0,"00","Grundtarif",40,2,167
2019,5,"5","Kreis 5",1,"01","Verheiratetentarif",205,31,599
2019,5,"5","Kreis 5",2,"02","Einelternfamilientarif",68,7,245
2019,6,"6","Kreis 6",0,"00","Grundtarif",54,6,229
2019,6,"6","Kreis 6",1,"01","Verheiratetentarif",317.5,73,907
2019,6,"6","Kreis 6",2,"02","Einelternfamilientarif",83,10,275
2019,7,"7","Kreis 7",0,"00","Grundtarif",81.5,10,424
2019,7,"7","Kreis 7",1,"01","Verheiratetentarif",527.5,136,1727
2019,7,"7","Kreis 7",2,"02","Einelternfamilientarif",129.5,18,490
2019,8,"8","Kreis 8",0,"00","Grundtarif",71,8,320
2019,8,"8","Kreis 8",1,"01","Verheiratetentarif",418,105,1267
2019,8,"8","Kreis 8",2,"02","Einelternfamilientarif",111,11,442
2019,9,"9","Kreis 9",0,"00","Grundtarif",29,0,138
2019,9,"9","Kreis 9",1,"01","Verheiratetentarif",110,8,377
2019,9,"9","Kreis 9",2,"02","Einelternfamilientarif",20,0,122.5
2019,10,"10","Kreis 10",0,"00","Grundtarif",50,5,218
2019,10,"10","Kreis 10",1,"01","Verheiratetentarif",251,61,746
2019,10,"10","Kreis 10",2,"02","Einelternfamilientarif",60,4,248
2019,11,"11","Kreis 11",0,"00","Grundtarif",24,0,131
2019,11,"11","Kreis 11",1,"01","Verheiratetentarif",101,5,376
2019,11,"11","Kreis 11",2,"02","Einelternfamilientarif",8,0,97
2019,12,"12","Kreis 12",0,"00","Grundtarif",13,0,78
2019,12,"12","Kreis 12",1,"01","Verheiratetentarif",40,0,208
2019,12,"12","Kreis 12",2,"02","Einelternfamilientarif",2,0,35
2020,1,"1","Kreis 1",0,"00","Grundtarif",55,4,330
2020,1,"1","Kreis 1",1,"01","Verheiratetentarif",466,114,1530
2020,1,"1","Kreis 1",2,"02","Einelternfamilientarif",70,5,418
2020,2,"2","Kreis 2",0,"00","Grundtarif",55,5,245
2020,2,"2","Kreis 2",1,"01","Verheiratetentarif",261,56,778
2020,2,"2","Kreis 2",2,"02","Einelternfamilientarif",56,3,236
2020,3,"3","Kreis 3",0,"00","Grundtarif",41,3,170
2020,3,"3","Kreis 3",1,"01","Verheiratetentarif",151,18,487
2020,3,"3","Kreis 3",2,"02","Einelternfamilientarif",45,2,187
2020,4,"4","Kreis 4",0,"00","Grundtarif",27,0,121
2020,4,"4","Kreis 4",1,"01","Verheiratetentarif",79,1,316
2020,4,"4","Kreis 4",2,"02","Einelternfamilientarif",33,0,167.5
